,company_name,company_number_0,company_number_1,company_number_2,company_number_3,company_email_0,company_email_1,company_email_2,company_email_3,company_link_0,company_link_1,company_link_2,company_link_3
622,t consultants ltd,+44 7952 911145,,,,covidtestscentre@gmail.com,"
covidtestscentre@gmail.com
",,,covidtestscentre.com,www.covidtestscentre.com,,
623,"t/a nash travel, tourism and transport services ltd",,+44 7795 388789,,,info@covidfittoflytest.co.uk,,,,www.covidfittoflytest.co.uk,,,
624,tac healthcare group,+44 7845 005390,+44 333 014 3488,,,dinesh.venkama@tachealthcare.com,c19@tachealthcare.com,,,,www.tachealthcaregroup.com,,
625,tamsel (uk) ltd,+44 20 3167 1228,,,,"
info@tamsel.co.uk
",info@tamsel.co.uk,,,tamsel.co.uk,,,
626,test assurance group,+44 330 118 0008,,,,testing@testassurancegroup.com,,,,testassurancegroup.com,,,
627,test for now,+44 141 628 5667,,,,info@testfornow.co.uk,,,,testfornow.co.uk,,,
628,test for now ltd,+44 141 628 5667,,,,info@testfornow.co.uk,,,,testfornow.co.uk,,,
629,test to you,,+44 7872 172176,,,customercare@testtoyou.co.uk,,,,testtoyou.co.uk,,,
630,testing for all,+44 20 3301 1100,,,,travel@testingforall.org,"
travel@testingforall.org
",,,www.testingforall.org,,,
631,testngo,+44 330 133 4454,,,,info@testngo.co.uk,,,,testngo.co.uk,,,
632,the bridge clinic,+44 1753 664139,,,,covid.check@outlook.com,,,,please.use.email,bridge-clinic.com,,
633,the city & travel clinic,,+44 20 7062 2385,,,admin@thecityandtravelclinic.com,,,,,,,
634,the clinic mk ltd,+44 1908 309290,,,,info@theclinicmk.co.uk,"
info@theclinicmk.co.uk
",,,www.theclinicmk.co.uk,,,
635,the express clinic,+44 20 3893 2621,,,,info@theexpressclinic.com,"
info@theexpressclinic.com
",,,www.theexpressclinic.com,,,
636,the guildhall practice,+44 121 441 2626,,,,covidtest@theguildhallpractice.co.uk,"
covidtest@theguildhallpractice.co.uk
",,,theguildhallpractice.co.uk,,,
637,the health clinic by ar,+44 1422 730022,,,,covid@healthclinicbyar.co.uk,"
covid@healthclinicbyar.co.uk
",,,www.healthclinicbyar.co.uk,,,
638,the health clinic by ar limited,+44 1422 730022,,,,covid@healthclinicbyar.co.uk,,,,www.healthclinicbyar.co.uk,,,
639,the health suite,+44 116 241 0010,,,,info@thehealthsuite.co.uk,"
info@thehealthsuite.co.uk
",,,thehealthsuite.co.uk,,,
640,the hove practice,+44 1273 733830,,,,"
reception@thehovepractice.co.uk
",reception@thehovepractice.co.uk,,,thehovepractice.co.uk,,,
641,the london general practice,,+44 20 7935 1000,,,info@thelondongeneralpractice.com,"
info@thelondongeneralpractice.com
",,,www.thelondongeneralpractice.com,,,
642,the mayfair gp,+44 7568 369455,,,,info@themayfairgp.com,,,,,,,
643,the mayfair gp clinic,+44 7568 369455,,,,info@themayfairgp.com,,,,www.themayfairgp.com,,,
644,the medic clinic,+44 1234 880079,,,,info@medicclinic.co.uk,"
info@medicclinic.co.uk
",,,medicclinic.co.uk,,,
645,the melton clinic,+44 1664 650550,,,,info@themeltonclinic.co.uk,"
info@themeltonclinic.co.uk
",,,,www.themeltonclinic.co.uk,,
646,the montague clinic,+44 20 3637 7999,,,,expresscovidtests@montagueclinic.com,"
expresscovidtests@montagueclinic.com
",,,montagueclinic.com,,,
647,the new foscote hospital,,+44 1295 252281,,,covidtesting@foscote.hospital,,,,thefoscotehospital.co.uk,,,
648,the palace gate practice limited,+44 20 7244 5806,,,,covidtesting@palacegatepractice.com,"
covidtesting@palacegatepractice.com
",,,www.palacegatepractice.com,,,
649,the pharmacy at mayfair and clinic,+44 7958 499522,,,,pharmacyatmayfair@gmail.com,"
pharmacyatmayfair@gmail.com
",,,www.pharmacymayfair.co.uk,,,
650,the regenerative clinic,+44 20 3637 5566,+44 330 223 3332,,,diagnostics@theregenerativeclinic.co.uk,"
diagnostics@theregenerativeclinic.co.uk
",,,www.theregenerativeclinic.co.uk,,,
651,the travel health clinic,+44 7851 848773,,,,cv19clinic@gmail.com,"
cv19clinic@gmail.com
",,,thetravelhealthclinic.co.uk,,,
652,the travel vaccine room,+44 7940 916597,,,,info@thetravelvaccineroom.co.uk,,,,thetravelvaccineroom.co.uk,,,
653,the walcote practice,+44 1962 828715,,,,info@thewalcotepratice.co.uk,info@thewalcotepractice.co.uk,"
info@thewalcotepratice.co.uk
",,thewalcotepractice.co.uk,,,
654,the wellness people ltd,,+44 7752 095822,,,roshni@thewellnesspeople.co,,,,,,,
655,the whitehall clinic,+44 113 833 4900,,,,hello@whitehallclinic.com,"
hello@whitehallclinic.com
",,,www.whitehallclinic.com,,,
656,thechemistlive.co.uk,+44 161 543 6622,,,,admin@thechemistlive.co.uk,"
admin@thechemistlive.co.uk
",,,thechemistlive.com,,,
657,top health clinic,+44 20 8123 4510,,,,info@tophealthclinic.co.uk,"
info@tophealthclinic.co.uk
",,,tophealthclinic.co.uk,,,
658,totley pharmacy ltd,+44 114 236 1070,,,,totleypharmacyrepeats@hotmail.co.uk,,,,www.totleypharmacy.co.uk,,,
659,tower bridge wellness pharmacy,+44 20 3771 9927,,,,contact@thewellnesspharmacy.co.uk,"
contact@thewellnesspharmacy.co.uk
",,,www.thewellnesspharmacy.co.uk,,,
660,tp healthcare services,+44 20 4542 4558,,,,enquiries@tphealthcareservices.com,,,,www.tphealthcareservices.com,,,
661,tp healthcare services limited,+44 20 4542 4558,,,,enquiries@tphealthcareservices.com,,,,www.tphealthcareservices.com,,,
662,tp healthcare services ltd,+44 20 4542 4558,,,,enquiries@tphealthcareservices.com,"
enquiries@tphealthcareservices.com
",,,www.tphealthcareservices.com,,,
663,travel 19,+44 330 175 2530,,,,hello@travel19.co.uk,,,,www.travel19.co.uk,,,
664,travel centre,+44 20 7720 8701,,,,covidtests@travelcentreclapham.com,"
covidtests@travelcentreclapham.com
",,,www.travelcentreclapham.com,,,
665,travel centre clapham,+44 20 7720 8701,,,,covidtests@travelcentreclapham.com,,,,www.travelcentreclapham.com,,,
666,travel centre clapham ltd,,+44 20 7720 8701,,,covidtests@travelcentreclapham.com,"
covidtests@travelcentreclapham.com
",,,www.travelcentreclapham.com,,,
667,travel klinix,+44 24 7601 6519,,,,info@travelklinix.com,"
info@travelklinix.com
",,,travelklinix.com,,,
668,travel test centre ltd,,+44 20 3488 8976,,,info@traveltestcentre.com,,,,www.traveltestcentre.com,www.traveltestcentre.co.uk,,
669,treated.com,+44 20 7043 0716,,,,customercare@treated.com,,,,www.treated.com,,,
670,trio pharmacy,+44 1932 225900,,,,triopharmacy1@gmail.com,"
triopharmacy1@gmail.com
",,,www.triopharmacy.co.uk,,,
671,tuli health,,+44 20 8067 6074,,,info@tuli.health,"
info@tuli.health
",,,portal.tuli.health,tuli.health,,
672,uk covid test centre,+44 1224 608702,,,,support@covidtestcentre.net,,,,www.covidtestcentre.net,,,
673,uk event medics,+44 1270 895177,,,,info@ukeventmedics.net,,,,www.ukeventmedicservices.co.uk,,,
674,uk event medics limited,+44 1270 895177,,,,info@ukeventmedics.net,"
info@ukeventmedics.net
",,,www.ukeventmedicservices.co.uk,,,
675,uk event medics ltd,+44 1270 895177,,,,info@ukeventmedics.net,,,,www.ukeventmedics.net,,,
676,uk health testing,+44 1604 800609,,,,covid@ukhealthtesting.com,,,,ukhealthtesting.com,,,
677,uk testing arrival centre,+44 571627277,,,,contact@arrivaltestcenter.com,,,,arrivaltestcenter.com,,,
678,ukcovidtest,+44 29 2128 0591,,,,info@ukcovidtest.co.uk,,,,ukcovidtest.co.uk,,,
679,vaccination uk ltd,,+44 1462 459595,,,admin@vaccinationuk.co.uk,,,,travelvaccination.co.uk,,,
680,vanite clinic,,+44 121 687 0025,,,info@vaniteclinic.com,"
info@vaniteclinic.com
",,,www.vaniteclinic.com,,,
681,visithealth limited,+44 20 3795 5811,,,,hello@visithealth.co.uk,"
hello@visithealth.co.uk
",,,visithealth.london,,,
682,vista pharmacy,+44 20 7625 7931,,,,covid@vistapharmacy.uk,,,,www.vistapharmacy.uk,,,
683,vitacheck,,+44 1992 500651,,,info@vitacheck.health,,,,,,,
684,vitox,+44 20 7268 4915,,,,info@vitox.co.uk,"
info@vitox.co.uk
",,,vitox.co.uk,,,
685,vivo clinic,+44 333 305 8486,,,,pcrtest@vivoteam.co.uk,"
pcrtest@vivoteam.co.uk
",,,vivoclinic.com,,,
686,vsm pharmacy,,+44 1276 21002,,,digital@vsmpharmacy.co.uk,,,,www.vsmpharmacy.co.uk,,,
687,well pharmacy (bestway national chemists ltd),+44 1782 597313,,,,hello@well.co.uk,"
hello@well.co.uk
",,,shop.well.co.uk,,,
688,well pharmacy (bestway national chemists),+44 1782 597313,,,,hello@well.co.uk,,,,shop.well.co.uk,,,
689,west midlands,+44 121 439 8062,,,,shifapharmacist@gmail.com,,,,www.shifa-pharmacy.co.uk,,,
690,weston road pharmacy,+44 1785 248888,,,,info@westonroadpharmacy.co.uk,,,,www.travel-vaccination.co.uk,,,
691,westwood pharmacy,+44 161 213 0394,,,,shelemur.rahman@nhs.net,"
shelemur.rahman@nhs.net
",,,www.vaccinesfortravels.co.uk,,,
692,winchester gp,+44 1962 776010,,,,reception@winchestergp.com,"
reception@winchestergp.com
",,,winchestergp.com,,,
693,woodsetton pharmacy,+44 1902 887501,,,,woodsettonpharmacy1@gmail.com,,,,,,,
694,world travel clinic,,+44 1753 847663,+44 1753 867030,,hello@worldtravelclinic.co.uk,"
hello@worldtravelclinic.co.uk
",,,www.thepharmshop.com,,,
695,worldwide travel health clinic,,+44 1204 263040,,,info@worldwidetravelhealth.co.uk,"
info@worldwidetravelhealth.co.uk
",,,www.worldwidetravelhealth.co.uk,,,
696,wren healthcare,+44 20 3974 6950,,,,results@wrenhealthcare.co.uk,"
results@wrenhealthcare.co.uk
",,,wrenhealthcare.co.uk,,,
697,"www.covidfittoflytest.co.uk t/a nash travel, tourism and transport services ltd.",+44 7795 388789,,,,"
info@covidfittoflytest.co.uk
",info@covidfittoflytest.co.uk,,,www.covidfittoflytest.co.uk,,,
698,xana medtec,+44 161 974 6518,,,,info@xanamedtec.com,"
info@xanamedtec.com
",,,www.xanamedtec.com,,,
699,xana medtec ltd,+44 161 974 6518,,,,info@xanamedtec.com,,,,www.xanamedtec.com,,,
700,yakub chemist,+44 116 251 2959,,,,info@yakubchemist.co.uk,"
info@yakubchemist.co.uk
",,,www.yakubchemist.co.uk,,,
701,your doctor film and media,,+44 330 088 2163,,,info@yourdoctorfm.com,,,,yourdoctorfm.com,,,
702,your gp circle,+44 333 800 5202,,,,hello@yourgpcircle.co.uk,"
hello@yourgpcircle.co.uk
",,,yourgpcircle.co.uk,,,
703,your health first,+44 845 163 0458,,,,info@yourhealthfirstltd.com,,,,your-health-first.webnode.co.uk,yourhealthfirstltd.com,,
704,your health first ltd,,+44 845 163 0458,,,info@yourhealthfirstltd.com,"
info@yourhealthfirstltd.com
",,,yourhealthfirstltd.com,your-health-first.webnode.co.uk,,
705,your private health,+44 161 519 4448,,,,info@yourprivatehealth.co.uk,"
info@yourprivatehealth.co.uk
",,,yourprivatehealth.co.uk,,,
706,yourhealthfirst clinic,+44 20 7225 3582,,,,info@yourhealthfirst.uk,,,,covid19.yourhealthfirst.uk,,,
707,ypchealth,+44 113 531 4947,,,,info@ypchealth.co.uk,,,,www.ypchealth.co.uk,,,
708,zava,+44 20 3588 0292,,,,covidtraveltesting@zavamed.com,,,,www.zavamed.com,zavamed.com,,
709,zen healthcare,+44 20 7225 1660,,,,testing@zenhealthcare.co.uk,,,,www.zenhealthcare.co.uk,,,
710,zen healthcare (purecare ltd),+44 20 7225 1660,,,,testing@zenhealthcare.co.uk,"
testing@zenhealthcare.co.uk
",,,www.zenhealthcare.co.uk,,,
711,zoomdoc,+44 20 7993 2292,,,,info@zoomdoc.com,"
info@zoomdoc.com
",,,zoomdoc.com,www.zoomdoc.com,,
712,zoomdoc health,,+44 20 7993 2292,,,info@zoomdoc.com,,,,www.zoomdoc.com,,,
