,company_name,company_link,company_number,company_email
915,site lt,www.sitelt.co.uk,+44 7398 230712,covid@sitelt.co.uk
916,site lt,sitelt.co.uk,+44 7398 230712,covid@sitelt.co.uk
917,genesis support (t/a fit to fly uk),www.fittoflyuk.com,+44 1708 981993,customercare@fittoflyuk.com
918,protein technologies ltd t/a as rapiditydx,rapiditydx.com,+44 161 226 2366,covidtesting@protein-technologies.com
919,cov19care ltd,www.cov19care.co.uk,+44 330 555 0005,info@cov19care.co.uk
920,one scientic ltd,onescientific.co.uk,+44 117 938 2410,covidenquiries@onescientific.co.uk
921,avante health ltd,www.avantetestcentre.co.uk,+44 333 006 9610,support@avantehealth.co.uk
922,leeds covid testing ltd,www.leedscovidtesting.com,+44 113 534 7252,contact@leedscovidtesting.com
923,zoomdoc,www.zoomdoc.com,+44 20 7993 2292,info@zoomdoc.com
924,london covid testing,www.londoncovidtesting.com,+44 20 3488 8463,info@londoncovidtesting.com
925,masta,www.masta-travel-health.com,+44 330 100 4200,enquiries@masta.org
926,rapid health test,rapidhealthtest.com,+44 1872 229740,contact@rapidhealthtest.com
927,oxford covid tests,oxfordcovidtests.com,+44 7767 074768,info@oxfordcovidtests.com
928,global express travel health clinic,global-express-travel-health-clinic.selectandbook.com,+44 7368 307175,infogethc@gmail.com
929,clear diagnostics ltd,www.cleardiagnostics.co.uk,+44 7424 637888,info@cleardiagnostics.co.uk
930,healthwork ltd,healthworkltd.com,+44 161 831 9701,testing@healthworkltd.com
931,nhl pharmacy,getavaccine.co.uk,+44 1772 70483,esales@nhlpharmacy.co.uk
932,nhl pharmacy,getavaccine.co.uk,+44 1772 70483,esales@nhlpharmacy.co.uk
933,pyramid pharmacy bermondsey,www.pcrtest2release.com,+44 20 7237 1659,southwark@pyramidpharmacy.co.uk
934,well pharmacy (bestway national chemists ltd),shop.well.co.uk,+44 1782 597313,hello@well.co.uk
935,well pharmacy (bestway national chemists ltd),shop.well.co.uk,+44 1782 597313,hello@well.co.uk
936,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
937,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
938,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
939,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
940,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
941,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
942,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
943,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
944,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
945,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
946,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
947,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
948,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
949,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
950,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
951,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
952,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
953,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
954,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
955,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
956,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
957,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
958,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
959,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
960,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
961,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
962,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
963,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
964,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
965,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
966,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
967,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
968,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
969,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
970,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
971,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
972,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
973,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
974,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
975,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
976,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
977,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
978,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
979,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
980,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
981,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
982,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
983,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
984,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
985,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
986,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
987,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
988,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
989,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
990,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
991,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
992,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
993,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
994,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
995,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
996,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
997,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
998,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
999,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
1000,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
1001,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
1002,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
1003,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
1004,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
1005,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
1006,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
1007,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
1008,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
1009,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
1010,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
1011,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
1012,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
1013,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
1014,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
1015,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
1016,ramss limited,www.ramss.co.uk,+44 345 200 2551,office@ramss.co.uk
1017,medical logistics / samedaycoronavirustests.com,samedaycoronavirustests.com,+44 7843 988660,info@samedaycoronavirustests.com
1018,medical and rescue,www.medicalandrescue.co.uk,+44 1784 637999,enquiries@medicalandrescue.co.uk
1019,aesthetika clinic,www.aesthetika.co.uk,+44 1909 563000,info@aesthetika.co.uk
1020,aesthetika clinic,www.aesthetika.co.uk,+44 1909 563000,info@aesthetika.co.uk
1021,aesthetika clinic,www.aesthetika.co.uk,+44 1909 563000,info@aesthetika.co.uk
1022,aesthetika clinic,www.aesthetika.co.uk,+44 1909 563000,info@aesthetika.co.uk
1023,aesthetika clinic,www.aesthetika.co.uk,+44 1909 563000,info@aesthetika.co.uk
1024,aesthetika clinic,www.aesthetika.co.uk,+44 1909 563000,info@aesthetika.co.uk
1025,aesthetika clinic,www.aesthetika.co.uk,+44 1909 563000,info@aesthetika.co.uk
1026,aesthetika clinic,www.aesthetika.co.uk,+44 1909 563000,info@aesthetika.co.uk
1027,aesthetika clinic,www.aesthetika.co.uk,+44 1909 563000,info@aesthetika.co.uk
1028,aesthetika clinic,www.aesthetika.co.uk,+44 1909 563000,info@aesthetika.co.uk
1029,aesthetika clinic,www.aesthetika.co.uk,+44 1909 563000,info@aesthetika.co.uk
1030,aesthetika clinic,www.aesthetika.co.uk,+44 1909 563000,info@aesthetika.co.uk
1031,aesthetika clinic,www.aesthetika.co.uk,+44 1909 563000,info@aesthetika.co.uk
1032,aesthetika clinic,www.aesthetika.co.uk,+44 1909 563000,info@aesthetika.co.uk
1033,aesthetika clinic,www.aesthetika.co.uk,+44 1909 563000,info@aesthetika.co.uk
1034,aesthetika clinic,www.aesthetika.co.uk,+44 1909 563000,info@aesthetika.co.uk
1035,herts,www.nph-group.co.uk,+44 776833371,"
h.smart@mdnalifesciences.com
"
1036,rt diagnostics,www.rtdiagnostics.co.uk,+44 1422 416242,"
info@rtdiagnostics.co.uk
"
1037,rt diagnostics,www.rtdiagnostics.co.uk,+44 1422 416242,"
info@rtdiagnostics.co.uk
"
1038,rt diagnostics,www.rtdiagnostics.co.uk,+44 1422 416242,"
info@rtdiagnostics.co.uk
"
1039,rt diagnostics,www.rtdiagnostics.co.uk,+44 1422 416242,"
info@rtdiagnostics.co.uk
"
1040,1 health hub,www.1healthhub.co.uk,+44 1604 930385,"
info@thehealthhub.com
"
1041,a hasu diagnostics,www.hasudiagnostics.com,+44 333 772 6254,"
enquiry@hasudiagnostics.com
"
1042,everything genetic ltd,everythinggeneticltd.co.uk,+44 1270 623179,"
covidtestbookings@everythinggeneticltd.co.uk
"
1043,everything genetic ltd,everythinggeneticltd.co.uk,+44 1270 623179,"
covidtestbookings@everythinggeneticltd.co.uk
"
1044,testing for all,www.testingforall.org,+44 20 3301 1100,"
travel@testingforall.org
"
1045,0044 covid test,www.0044covidtest.com,+44 20 3950 3394,"
hello@0044covidtest.com
"
1046,nationwide pathology limited,nwp-online.co.uk,+44 1858 571322,"
covid@nationwidepathology.co.uk
"
1047,nationwide pathology limited,nwp-online.co.uk,+44 1858 571322,"
covid@nationwidepathology.co.uk
"
1048,expert tms limited,www.expertcovidtestinguk.com,+44 1925 691542,"
enquiries@expertcovidtestinguk.com
"
1049,healthium clinics,healthiumclinics.com,+44 1491 756015,"
info@healthiumclinics.com
"
1050,brunswick hygiene ltd,www.brunswickhygiene.com,+44 800 689 1481,"
info@brunswickhygiene.com
"
1051,dante labs,dantelabs.co.uk,+44 808 196 5659,"
contact@dantelabs.com
"
1052,101 testing,101testing.co.uk,+44 20 3488 8434,"
info@101testing.co.uk
"
1053,acethetix,www.testingservices.online,+44 20 7193 6318,"
covid@testingservices.online
"
1054,alphabiolabs,www.alphabiolabs.co.uk,+44 1925 255450,"
covid@alphabiolabs.com
"
1055,anglia dna services,covidfit2fly.com,+44 1603 320777,"
ttp@angliadna.co.uk
"
1056,coronafocus by oncologica uk ltd (t/a oncologica uk ltd),covid19.oncologica.com,+44 1223 785327,"
test@covidprotected.co.uk
"
1057,my private chemist,myprivatechemist.com,+44 20 3987 9202,"
info@myprivatechemist.com
"
1058,randox laboratories,www.randoxhealth.com,+44 28 9442 2413,"
covidcustomersupport@randox.com
"
1059,screen4,screen4.org,+44 1226 730052,"
covid19@screen4.org
"
1060,site lt,sitelt.co.uk,+44 7398 230712,"
covid@sitelt.co.uk
"
1061,source bioscience,coviduk.sourcebioscience.com,+44 115 973 9012,"
covid@sourcebioscience.com
"
1062,medicines online ltd,medicinesonline.org.uk,+44 20 3637 0384,"
cs@medicinesonline.org.uk
"
1063,medicines online ltd,medicinesonline.org.uk,+44 20 3637 0384,"
cs@medicinesonline.org.uk
"
1064,medicines online ltd,medicinesonline.org.uk,+44 20 3637 0384,"
cs@medicinesonline.org.uk
"
1065,medicines online ltd,medicinesonline.org.uk,+44 20 3637 0384,"
cs@medicinesonline.org.uk
"
1066,medicines online ltd,medicinesonline.org.uk,+44 20 3637 0384,"
cs@medicinesonline.org.uk
"
1067,medicines online ltd,medicinesonline.org.uk,+44 20 3637 0384,"
cs@medicinesonline.org.uk
"
1068,medicines online ltd,medicinesonline.org.uk,+44 20 3637 0384,"
cs@medicinesonline.org.uk
"
1069,medicines online ltd,medicinesonline.org.uk,+44 20 3637 0384,"
cs@medicinesonline.org.uk
"
1070,1corporate covid tests,www.1corporatecovidtests.com,+44 20 3950 3394,"
1corporate@rightangled.co
"
1071,premier clinic ltd,www.premier-clinic.co.uk,+44 1254 677341,"
info@premier-clinic.co.uk
"
1072,tamsel (uk) ltd,tamsel.co.uk,+44 20 3167 1228,"
info@tamsel.co.uk
"
1073,1rapid clinics,rapidclinics.co.uk,+44 20 3137 5047,"
info@1rapidclinics.co.uk
"
1074,abicare health solutions ltd (riva health),abicarehealth.co.uk,+44 161 518 2999,"
results@abicarehealth.co.uk
"
1075,covid testing laboratories ltd,www.ctls.co.uk,+44 333 242 0889,"
orders@covidtestinglaboratories.com
"
1076,live covid testing,livecovidtesting.co.uk,+44 330 223 5697,"
info@livecovidtesting.co.uk
"
1077,sirkka networks limited,www.sirkkanetworks.com,+44 330 088 1263,"
day2day8@sirkkaltd.com
"
1078,001 covid test,001covidtest.co.uk,+44 330 133 4285,"
contact@001covidtest.co.uk
"
1079,accendolab limited,www.accendolab.co.uk,+44 330 133 3612,"
info@accendolab.co.uk
"
1080,rainbow labs,www.rainbowlabs.co.uk,+44 7436 055025,"
support@rainbow.co.uk
"
1081,your health first ltd,your-health-first.webnode.co.uk,+44 845 163 0458,"
info@yourhealthfirstltd.com
"
1082,ais covid testing ltd,aiscovid.com,+44 7942 322777,"
info@aiscovid.com
"
1083,advisa  medica,www.covidtestingclinic.co.uk,+44 20 8953 9989,"
doctor@doctorjlevy.com
"
1084,aeromedical consulting uk,www.aeromedicalconsulting.co.uk,+44 333 577 4944,"
covidtesting@aeromedicalconsulting.co.uk
"
1085,atruchecks,covid19tests.atruchecks.com,+44 20 3500 2019,"
help@atruchecks.com
"
1086,bupa occupational health ltd.,www.bupa.co.uk,+44 161 497 0661,"
mycovidtest@bupa.com
"
1087,d&a screening ltd,dnascreening.uk,+44 7724 459384,"
support@dnascreening.uk
"
1088,medical diagnosis,www.medical-diagnosis.net,+44 20 8830 0503,"
info@medical-diagnosis.co.uk
"
1089,1 stop covid shop,www.1stopcovidshop.com,+44 7862 268224,"
contact@1stopcovidshop.com
"
1090,247hometesting,247hometesting.com,+44 20397683534,"
info@247hometesting.com
"
1091,biogroup laboratory,biogroup-laboratory.co.uk,+44 20 3885 0078,"
traveltestpackage@biogroup-laboratory.co.uk
"
1092,harveyrhys clinic,,+44 330 124 6530,"
testing@covidoc.co.uk
"
1093,heald green pharmacy,smtravelclinic.co.uk,+44 161 498 9743,"
info@hgpharmacy.co.uk
"
1094,t consultants ltd,www.covidtestscentre.com,+44 7952 911145,"
covidtestscentre@gmail.com
"
1095,t consultants ltd,www.covidtestscentre.com,+44 7952 911145,"
covidtestscentre@gmail.com
"
1096,t consultants ltd,www.covidtestscentre.com,+44 7952 911145,"
covidtestscentre@gmail.com
"
1097,t consultants ltd,www.covidtestscentre.com,+44 7952 911145,"
covidtestscentre@gmail.com
"
1098,t consultants ltd,www.covidtestscentre.com,+44 7952 911145,"
covidtestscentre@gmail.com
"
1099,t consultants ltd,www.covidtestscentre.com,+44 7952 911145,"
covidtestscentre@gmail.com
"
1100,t consultants ltd,www.covidtestscentre.com,+44 7952 911145,"
covidtestscentre@gmail.com
"
1101,t consultants ltd,www.covidtestscentre.com,+44 7952 911145,"
covidtestscentre@gmail.com
"
1102,coker chest clinic,www.chestclinic.co.uk,+44 7923 385054,"
info@chestclinic.co.uk
"
1103,fakir chemist,www.fakirchemist.co.uk,+44 121 314 0789,"
info@fakirchemist.co.uk
"
1104,masters (uk) limited t/a nechells pharmacy and masters pharmacy,www.nechellspharmacy.co.uk,+44 121 314 3142,"
info@nechellspharmacy.co.uk
"
1105,masters pharmacy,pharmacyledclinic.co.uk,+44 121 270 6556,"
info@masterspharmacy.co.uk
"
1106,my local travel clinic,www.mylocaltravelclinic.co.uk,+44 121 314 5022,"
info@mylocaltravelclinic.co.uk
"
1107,nechells pharmacy and masters pharmacy,www.nechellspharmacy.co.uk,+44 121 314 3142,"
info@nechellspharmacy.co.uk
"
1108,oscartech uk,www.oscartech-uk.com,+44 20 3633 8413,"
testing@oscartech-uk.com
"
1109,pennfields pharmacy,www.travel-vaccination.co.uk,+44 1902 341300,"
info@pennfieldspharmacy.co.uk
"
1110,ask chemist,askchemist.co.uk,+44 1205 352778,"
enquiries@askchemist.co.uk
"
1111,assured screening,www.assuredscreening.com,+44 800 135 7095,"
enquiries@assuredscreening.com
"
1112,concepto clinic,conceptoclinic.co.uk,+44 20 3371 8814,"
support@conceptoclinic.co.uk
"
1113,fitnessgenes,coronavirus.fitnessgenes.com,+44 1869 255770,"
support@fitnessgenes.com
"
1114,healthyaa clinic,healthyaa.co.uk,+44 116 467 0722,"
book@healthyaa.co.uk
"
1115,iq doctor,www.iqdoctor.co.uk,+44 121 753 4928,"
help@iqdoctor.co.uk
"
1116,me360 healthcare ltd t/a me360 testing services,www.me360testingservice.com,+44 7983 443737,"
me360testingservice@gmail.com
"
1117,optimized body &  mind,optimizedbodyandmind.co.uk,+44 333 012 4214,"
info@optimizedbodyandmind.co.uk
"
1118,000 book a travel test,www.bookatraveltest.com,+44 20 3811 8197,"
support@bookatraveltest.com
"
1119,10 harley linknurse clinic london,www.linknurse.co.uk,+44 20 3950 8134,"
10harley@linknurse.co.uk
"
1120,biotherapy services,www.rapidcovidtesting.com,+44 20 7112 4964,"
info@rapidcovidtesting.org.uk
"
1121,boots uk,www.boots.com,+44 345 121 2837,"
boots.customercare_team@boots.co.uk
"
1122,citydoc medical limited,www.citydoc.org.uk,+44 20 3325 0174,"
support@citydoc.org.uk
"
1123,northend clinic,northendclinic.co.uk,+44 151 728 3155,"
enquiries@northendclinic.co.uk
"
1124,rapid covid testing,www.rapidcovidtesting.org.uk,+44 20 7112 4964,"
info@rapidcovidtesting.org.uk
"
1125,project screen by prenetics,www.projectscreen.co.uk,+44 300 303 2860,"
care@projectscreen.co.uk
"
1126,a1 global testing limited,a1globaltesting.com,+44 20 7337 2427,"
admin@a1globaltesting.com
"
1127,258 postal racoo screening ltd,www.258postal.com,+44 800 254 5201,"
258postaltesting@racoo.co.uk
"
1128,collinson,www.collinsongroup.com,+44 1444 444140,"
consumerhelp@collinsongroup.com
"
1129,labmedexpert,labmedexpert.com,+44 7460 818350,"
day2andday8@labmedexpert.co.uk
"
1130,synlab,humanmedicine.synlab.co.uk,+44 333 014 3760,"
testtorelease@synlab.co.uk
"
1131,the travel health clinic,thetravelhealthclinic.co.uk,+44 7851 848773,"
cv19clinic@gmail.com
"
1132,tp healthcare services ltd,www.tphealthcareservices.com,+44 20 4542 4558,"
enquiries@tphealthcareservices.com
"
1133,the clinic mk ltd,www.theclinicmk.co.uk,+44 1908 309290,"
info@theclinicmk.co.uk
"
1134,claret diagnostics ltd,www.privatecovidtests.co.uk,,"
customerservices@claretdiagnostics.com
"
1135,covid clear clinic,www.covidclearclinic.com,+44 7511 441999,"
enquiries@covidclearclinic.com
"
1136,covid smart limited,covidsmart.co.uk,+44 800 702 2145,"
hello@covidsmart.co.uk
"
1137,medwyn occupational health,medwynoh.co.uk,+44 1306 873942,"
covid19@medwynoh.co.uk
"
1138,outcome diagnostics,tests.medicspot.co.uk,+44 20 3637 6873,"
contact@outcome-diagnostics.co.uk
"
1139,quick clinics,www.quickclinics.co.uk,+44 20 8092 6507,"
bookings@quickclinics.co.uk
"
1140,fit2fly24/7 ltd,www.fit2fly247.co.uk,+44 330 133 3856,"
customerservices@fit2fly247.co.uk
"
1141,audley pharmacy,audley-remedys.uk,+44 20 7493 6133,"
covid@audleypharmacy.london
"
1142,check my body health,checkmybodyhealth.co.uk,+44 1604 930250,"
covidteam@checkmybodyhealth.com
"
1143,cq doctor,www.cqdoctor.co.uk,+44 333 404 9512,"
tests@cqdoctor.uk
"
1144,ctm (nhs t&t),quarantinehotelbookings.ctmportal.co.uk,+44 20 7429 9983,"
covid.testkit@travelctm.com
"
1145,daya pharmacy,pharmaelite.co.uk,+44 20 8573 3084,"
dayapharm750@hotmail.com
"
1146,flow living medi-care services,www.flowmedicareservices.co.uk,+44 208786935,"
covidappointments@flowmedicareservices.co.uk
"
1147,myhealthchecked,myhealthchecked.com,+44 20 3365 2067,"
care@myhealthchecked.com
"
1148,nl clinic,www.nlclinic.co.uk,+44 7882 750772,"
info@nlclinic.co.uk
"
1149,pharmasuite,www.pharmasuite.co.uk,+44 7935 809834,"
info@pharmasuite.co.uk
"
1150,remedys pharmacy,audley-remedys.uk,+44 20 7286 7255,"
covid@remedyspharmacy.london
"
1151,your gp circle,yourgpcircle.co.uk,+44 333 800 5202,"
hello@yourgpcircle.co.uk
"
1152,101 covid travel clinic,www.covidtravelclinics.com,+44 333 090 9494,"
info@covidtravelclinics.com
"
1153,chronomics,www.chronomics.com,+44 20 4519 7400,"
support@chronomics.com
"
1154,confirm testing,www.confirmtesting.com,+44 20 3870 3623,"
info@confirmtesting.com
"
1155,consultant clinic,consultantclinic.org,+44 161 399 0402,"
info@consultantclinic.org
"
1156,covitests,www.covitests.co.uk,+44 800 009 6401,"
day2and8@covitests.co.uk
"
1157,dna workplace,www.dnaworkplace.com,+44 20 3943 5777,"
travel@dnaworkplace.com
"
1158,evolve medical,www.evolvemedical.co.uk,+44 113 873 0361,"
evolvecovid@outlook.com
"
1159,heathrow medical services,www.heathrowmedical.com,+44 20 8528 2633,"
covidtests@heathrowmedical.com
"
1160,jdoc medical limited (t/a jdoc365),www.jdoc365.co.uk,+44 20 3656 5657,"
covid19@jdoc365.co.uk
"
1161,london corona test centre,www.londoncoronatestcentre.com,+44 1895 671717,"
tests@londoncoronatestcentre.com
"
1162,pct healthcare,www.peakpharmacy.co.uk,+44 115 951 2092,"
pharmacy.online@pcthealthcare.com
"
1163,research consultancy and health ltd,rcandh.com,+44 7904 697060,"
covid19test@rcandh.com
"
1164,roshni clinic,www.roshniclinic.com,+44 333 050 7138,"
info@roshniclinic.co.uk
"
1165,halo verify,www.haloverify.com,+44 330904586,"
info@haloverify.com
"
1166,rapid pcr,rapidpcr.co.uk,+44 7907 028192,"
rapidpcrtest@hotmail.com
"
1167,medchecks,medchecks.co.uk,+44 7791 142675,"
testing@medchecks.ie
"
1168,midland health,midlandhealth.co.uk,+44 333 772 1999,"
hello@midlandhealth.co.uk
"
1169,optipharm pharmacy,optipharmpharmacy.co.uk,+44 20 8908 1960,"
covid@optipharm.co.uk
"
1170,the health clinic by ar,www.healthclinicbyar.co.uk,+44 1422 730022,"
covid@healthclinicbyar.co.uk
"
1171,worldwide travel health clinic,www.worldwidetravelhealth.co.uk,+44 1204 263040,"
info@worldwidetravelhealth.co.uk
"
1172,anglo belgravia,www.bg-london.com,+44 7724 201894,"
covid@bg-london.com
"
1173,blackburn travel clinic,blackburntravelclinic.co.uk,+44 1254 54988,"
blackburntravelclinic@gmail.com
"
1174,caxton pharmacy,www.caxtonpharmacy.com,+44 20 8460 0377,"
info@caxtonpharmacy.com
"
1175,church pharmacy,thechurchpharmacy.com,+44 333 577 4575,"
clinic@thechurchpharmacy.com
"
1176,easter pharmacy,www.myeasters.com,+44 20 3488 8900,"
customerservices@myeasters.com
"
1177,medi-park clinic,www.mediparkclinic.uk,+44 20 8341 3185,"
info@mediparkclinic.uk
"
1178,midlands ultrasound and medical services,www.mums.me.uk,+44 121 704 2669,"
administrator@mums.me.uk
"
1179,nomad travel,www.nomadtravel.co.uk,+44 1341 555061,"
orders@nomadtravel.co.uk
"
1180,nx healthcare,www.nxhealthcare.co.uk,+44 20 8168 7100,"
cservices@nxhealthcare.co.uk
"
1181,thechemistlive.co.uk,thechemistlive.com,+44 161 543 6622,"
admin@thechemistlive.co.uk
"
1182,"www.covidfittoflytest.co.uk t/a nash travel, tourism and transport services ltd.",www.covidfittoflytest.co.uk,+44 7795 388789,"
info@covidfittoflytest.co.uk
"
1183,est-health wellness clinic,www.est-health.com,+44 141 230 5781,"
covid19@est-ethics.com
"
1184,genesis support (t/a fit to fly uk),www.fittoflyuk.com,+44 1708 981993,"
customercare@fittoflyuk.com
"
1185,john bell & croyden,johnbellcroyden.co.uk,+44 20 7935 5555,"
pharmacy@johnbellcroyden.co.uk
"
1186,mobihealth international,mobihealthconsultcovid19.mobihealthinternational.com,+44 333 224 6080,"
covid19@mobihealthinternational.com
"
1187,polaris medical services ltd,www.polarismedical.co.uk,+44 1923 545814,"
covid-19@pmgoc.com
"
1188,4 medical testing,4medicaltesting.co.uk,+44 161 989 5333,"
info@4medicaltesting.co.uk
"
1189,baseline medicine,www.baselinemedicine.co.uk,+44 7540 256296,"
info@baselinemedicine.co.uk
"
1190,"cheltenham, worcester and west midlands travel clinics",raylanetravelclinics.co.uk,+44 330133412,"
covidtest@raylane.co.uk
"
1191,collingwood health,collingwoodhealth.com,+44 1753 781654,"
testing@collingwoodhealth.com
"
1192,doctor driver assessment ltd,www.doctordriverassessment.com,+44 800 001 6784,"
sales@doctordriverassessment.com
"
1193,expresstest by cignpost diagnostics,www.expresstest.co.uk,+44 20 3384 0000,"
info@expresstest.co.uk
"
1194,good egg medical,goodeggmedical.co.uk,+44 20 8125 7003,"
swab@goodeggmedical.co.uk
"
1195,london medical laboratory,www.privatecoronavirustests.com,+44 20 7183 3718,"
info@londonmedicallaboratory.co.uk
"
1196,mare st clinic,www.marestclinic.co.uk,+44 20 3488 7351,"
info@marestclinic.co.uk
"
1197,medplus test,medplustest.uk,+44 7888 040407,"
booking@medplustest.uk
"
1198,barkerhouse pharmacy,barkerhousepharmacy.co.uk,+44 1282 612140,"
barkerhouse.pharmacy@nhs.net
"
1199,c19 testing,www.c19testing.co.uk,+44 20 3920 9012,"
support@c19testing.co.uk
"
1200,chb medical,www.chbmedical.co.uk,+44 1242 698371,"
info@chbmedical.com
"
1201,chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,"
info@chbmedical.com
"
1202,chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,"
info@chbmedical.com
"
1203,chb medical ltd,www.chbmedical.co.uk,+44 1242 698371,"
info@chbmedical.com
"
